Piccadilly ,Eastbound,OSTERLEY,BOSTON MANOR,2.42,2.85
Piccadilly ,Westbound,OSTERLEY,HOUNSLOW EAST,0.96,1.52
Northern ,Southbound,OVAL,STOCKWELL,1.36,2.2
Northern ,Northbound,OVAL,KENNINGTON,0.82,1.7
Bakerloo ,Southbound,OXFORD CIRCUS,PICCADILLY CIRCUS,0.97,1.95
Bakerloo ,Northbound,OXFORD CIRCUS,REGENTS PARK,0.87,1.72
Central ,Eastbound,OXFORD CIRCUS,TOTTENHAM COURT ROAD,0.58,0.98
Central ,Westbound,OXFORD CIRCUS,BOND STREET,0.66,1.03
Victoria,Southbound,OXFORD CIRCUS,GREEN PARK,1.14,1.78
Victoria,Northbound,OXFORD CIRCUS,WARREN STREET,0.9,1.53
Bakerloo ,Southbound,PADDINGTON,EDGWARE ROAD,0.72,1.57
Bakerloo ,Northbound,PADDINGTON,WARWICK AVENUE,0.88,1.63
Circle ,Inner,PADDINGTON,BAYSWATER,0.98,1.65
Circle ,Outer,PADDINGTON,EDGWARE ROAD,0.82,2.15
District,Westbound,PADDINGTON,BAYSWATER,0.98,1.65
District,Eastbound,PADDINGTON,EDGWARE ROAD,0.82,2.15
H & C,Eastbound,PADDINGTON,EDGWARE ROAD,0.93,2.33
H & C,Westbound,PADDINGTON,ROYAL OAK,0.64,1.33
Piccadilly ,Eastbound,PARK ROYAL,NORTH EALING,1.06,1.52
Piccadilly ,Westbound,PARK ROYAL,ALPERTON,1.97,2.37
District,Westbound,PARSONS GREEN,PUTNEY BRIDGE,0.95,2.32
District,Eastbound,PARSONS GREEN,FULHAM BROADWAY,0.79,1.48
Central ,Eastbound,PERIVALE,HANGER LANE,2.1,2.1
Central ,Westbound,PERIVALE,GREENFORD,1.69,2
Bakerloo ,Southbound,PICCADILLY CIRCUS,CHARING CROSS,0.55,1.35
Bakerloo ,Northbound,PICCADILLY CIRCUS,OXFORD CIRCUS,0.97,2.02
Piccadilly ,Eastbound,PICCADILLY CIRCUS,LEICESTER SQUARE,0.49,1.17
Piccadilly ,Westbound,PICCADILLY CIRCUS,GREEN PARK,0.56,1.18
Victoria,Southbound,PIMLICO,VAUXHALL,0.8,1.4
Victoria,Northbound,PIMLICO,VICTORIA,1.19,2.18
Metropolitan,Westbound,PINNER,NORTHWOOD HILLS,2.08,2.6
Metropolitan,Eastbound,PINNER,NORTH HARROW,1.48,2.08
H & C,Eastbound,PLAISTOW,UPTON PARK,1.29,1.97
H & C,Westbound,PLAISTOW,WEST HAM,0.76,1.5
District,Westbound,PLAISTOW,WEST HAM,0.76,1.5
District,Eastbound,PLAISTOW,UPTON PARK,1.29,1.97
Metropolitan,Westbound,PRESTON ROAD,NORTHWICK PARK,1.64,2.3
Metropolitan,Eastbound,PRESTON ROAD,WEMBLEY PARK,1.46,1.98
District,Westbound,PUTNEY BRIDGE,EAST PUTNEY,1.11,2.18
District,Eastbound,PUTNEY BRIDGE,PARSONS GREEN,0.95,1.92
Bakerloo ,Southbound,QUEENS PARK,KILBURN PARK,0.79,1.42
Bakerloo ,Northbound,QUEENS PARK,KENSAL GREEN,1.32,2.83
Jubilee ,Eastbound,QUEENSBURY,KINGSBURY,1.33,1.72
Jubilee ,Westbound,QUEENSBURY,CANONS PARK,1.71,2.23
Central ,Eastbound,QUEENSWAY,LANCASTER GATE,0.9,1.35
Central ,Westbound,QUEENSWAY,NOTTING HILL GATE,0.69,1.18
District,Westbound,RAVENSCOURT PARK,STAMFORD BROOK,0.77,1.37
District,Eastbound,RAVENSCOURT PARK,HAMMERSMITH,0.93,1.85
Piccadilly ,Eastbound,RAYNERS LANE,SOUTH HARROW,1.89,2.58
Piccadilly ,Westbound,RAYNERS LANE,EASTCOTE,1.72,2.2
Metropolitan,Westbound,RAYNERS LANE,EASTCOTE,1.72,2.23
Metropolitan,Eastbound,RAYNERS LANE,WEST HARROW,1.38,2.08
Central ,Eastbound,REDBRIDGE,GANTS HILL,1.27,1.65
Central ,Westbound,REDBRIDGE,WANSTEAD,1.22,1.58
Bakerloo ,Southbound,REGENTS PARK,OXFORD CIRCUS,0.87,1.85
Bakerloo ,Northbound,REGENTS PARK,BAKER STREET,0.88,1.65
District,Eastbound,RICHMOND,KEW GARDENS,2.14,3.1
Metropolitan,Westbound,RICKMANSWORTH,CHORLEYWOOD,3.38,4.03
Metropolitan,Eastbound,RICKMANSWORTH,MOOR PARK,3.49,3.78
Central ,Inner,RODING VALLEY,WOODFORD,1.33,2.03
Central ,Outer,RODING VALLEY,CHIGWELL,2.28,2.13
East London ,Northbound,ROTHERHITHE,WAPPING,0.51,1.17
East London ,Southbound,ROTHERHITHE,CANADA WATER,0.32,0.93
H & C,Eastbound,ROYAL OAK,PADDINGTON,0.64,1.52
H & C,Westbound,ROYAL OAK,WESTBOURNE PARK,0.98,1.72
Piccadilly ,Eastbound,RUISLIP,RUISLIP MANOR,0.72,1.3
Piccadilly ,Westbound,RUISLIP,ICKENHAM,1.85,2.23
Metropolitan,Westbound,RUISLIP,ICKENHAM,1.85,2.57
Metropolitan,Eastbound,RUISLIP,RUISLIP MANOR,0.72,1.45
Central ,Eastbound,RUISLIP GARDENS,SOUTH RUISLIP,0.86,1.3
Central ,Westbound,RUISLIP GARDENS,WEST RUISLIP,2.04,2.68
Piccadilly ,Eastbound,RUISLIP MANOR,EASTCOTE,1.14,1.67
Piccadilly ,Westbound,RUISLIP MANOR,RUISLIP,0.72,1.27
Metropolitan,Westbound,RUISLIP MANOR,RUISLIP,0.72,1.35
Metropolitan,Eastbound,RUISLIP MANOR,EASTCOTE,1.14,1.82
Piccadilly ,Eastbound,RUSSELL SQUARE,KINGS CROSS ST PANCRAS,0.91,1.9
Piccadilly ,Westbound,RUSSELL SQUARE,HOLBORN,0.72,1.37
Victoria,Southbound,SEVEN SISTERS,FINSBURY PARK,3.15,3.77
Victoria,Northbound,SEVEN SISTERS,TOTTENHAM HALE,1.05,1.6
East London ,Northbound,SHADWELL,WHITECHAPEL,0.98,1.98
East London ,Southbound,SHADWELL,WAPPING,0.77,1.3
Central ,Eastbound,SHEPHERDS BUSH,HOLLAND PARK,0.87,1.37
Central ,Westbound,SHEPHERDS BUSH,WHITE CITY,1.16,2.77
H & C,Eastbound,SHEPHERDS BUSH,LATIMER ROAD,1.01,1.63
H & C,Westbound,SHEPHERDS BUSH,GOLDHAWK ROAD,0.51,1.15
East London ,Southbound,SHOREDITCH,WHITECHAPEL,0.72,1.6
Circle ,Inner,SLOANE SQUARE,VICTORIA,1.05,1.8
Circle ,Outer,SLOANE SQUARE,SOUTH KENSINGTON,1.22,2
District,Westbound,SLOANE SQUARE,SOUTH KENSINGTON,1.22,2
District,Eastbound,SLOANE SQUARE,VICTORIA,1.05,1.8
Central ,Eastbound,SNARESBROOK,SOUTH WOODFORD,1.29,1.62
Central ,Westbound,SNARESBROOK,LEYTONSTONE,1.57,2.05
Piccadilly ,Eastbound,SOUTH EALING,ACTON TOWN,2.2,2.93
Piccadilly ,Westbound,SOUTH EALING,NORTHFIELDS,0.38,0.95
Piccadilly ,Eastbound,SOUTH HARROW,SUDBURY HILL,1.36,1.85
Piccadilly ,Westbound,SOUTH HARROW,RAYNERS LANE,1.89,2.4
Piccadilly ,Eastbound,SOUTH KENSINGTON,KNIGHTSBRIDGE,1.22,2.48
Piccadilly ,Westbound,SOUTH KENSINGTON,GLOUCESTER ROAD,0.7,1.37
Circle ,Inner,SOUTH KENSINGTON,SLOANE SQUARE,1.22,1.98
Circle ,Outer,SOUTH KENSINGTON,GLOUCESTER ROAD,0.74,1.48
District,Westbound,SOUTH KENSINGTON,GLOUCESTER ROAD,0.74,1.48
District,Eastbound,SOUTH KENSINGTON,SLOANE SQUARE,1.22,1.98
Bakerloo ,Southbound,SOUTH KENTON,NORTH WEMBLEY,0.9,1.5
Bakerloo ,Northbound,SOUTH KENTON,KENTON,1.4,2
Central ,Eastbound,SOUTH RUISLIP,NORTHOLT,2.28,2.23
Central ,Westbound,SOUTH RUISLIP,RUISLIP GARDENS,0.86,1.37
Northern ,Southbound,SOUTH WIMBLEDON,MORDEN,1.46,2.95
Northern ,Northbound,SOUTH WIMBLEDON,COLLIERS WOOD,1.14,1.85
Central ,Eastbound,SOUTH WOODFORD,WOODFORD,1.8,1.9
Central ,Westbound,SOUTH WOODFORD,SNARESBROOK,1.29,1.6
District,Westbound,SOUTHFIELDS,WIMBLEDON PARK,1.45,2.05
District,Eastbound,SOUTHFIELDS,EAST PUTNEY,1.53,2.37
Piccadilly ,Eastbound,SOUTHGATE,OAKWOOD,1.86,2.48
Piccadilly ,Westbound,SOUTHGATE,ARNOS GROVE,1.94,3.28
Jubilee ,Eastbound,SOUTHWARK,LONDON BRIDGE,1.26,1.65
Jubilee ,Westbound,SOUTHWARK,WATERLOO,0.44,0.97
Circle ,Inner,ST JAMES PARK,WESTMINSTER,0.76,1.5
Circle ,Outer,ST JAMES PARK,VICTORIA,0.72,1.33
District,Westbound,ST JAMES PARK,VICTORIA,0.72,1.33
District,Eastbound,ST JAMES PARK,WESTMINSTER,0.76,1.5
Jubilee ,Eastbound,ST JOHNS WOOD,BAKER STREET,2.06,2.77
Jubilee ,Westbound,ST JOHNS WOOD,SWISS COTTAGE,0.92,1.52
Central ,Eastbound,ST PAULS,BANK,0.74,1.62
Central ,Westbound,ST PAULS,CHANCERY LANE,1.03,1.52
District,Westbound,STAMFORD BROOK,TURNHAM GREEN,0.55,1.17
District,Eastbound,STAMFORD BROOK,RAVENSCOURT PARK,0.77,1.4
Jubilee ,Eastbound,STANMORE,CANONS PARK,1.27,1.95
H & C,Eastbound,STEPNEY GREEN,MILE END,1.05,1.73
H & C,Westbound,STEPNEY GREEN,WHITECHAPEL,1,2.63
District,Westbound,STEPNEY GREEN,WHITECHAPEL,1,2.63
District,Eastbound,STEPNEY GREEN,MILE END,1.05,1.73
Victoria,Southbound,STOCKWELL,BRIXTON,1.46,2.03
Victoria,Northbound,STOCKWELL,VAUXHALL,1.77,2.23
Northern ,Southbound,STOCKWELL,CLAPHAM NORTH,0.82,1.55
Northern ,Northbound,STOCKWELL,OVAL,1.36,2.03
Bakerloo ,Southbound,STONEBRIDGE PARK,HARLESDEN,1.53,2.13
Bakerloo ,Northbound,STONEBRIDGE PARK,WEMBLEY CENTRAL,1.71,2.42
Central ,Eastbound,STRATFORD,LEYTON,2.09,2.4
Central ,Westbound,STRATFORD,MILE END,2.83,3.03
Jubilee ,Westbound,STRATFORD,WEST HAM,1.54,2.42
Piccadilly ,Eastbound,SUDBURY HILL,SUDBURY TOWN,1.65,2.03
Piccadilly ,Westbound,SUDBURY HILL,SOUTH HARROW,1.36,2.05
Piccadilly ,Eastbound,SUDBURY TOWN,ALPERTON,1.57,1.95
Piccadilly ,Westbound,SUDBURY TOWN,SUDBURY HILL,1.65,2.25
East London ,Northbound,SURREY QUAYS,CANADA WATER,0.55,1.47
East London ,Southbound,SURREY QUAYS,NEW CROSS,2.27,4.27
East London ,Southbound,SURREY QUAYS,NEW CROSS GATE,2.04,3.88
Jubilee ,Eastbound,SWISS COTTAGE,ST JOHNS WOOD,0.92,1.52
Jubilee ,Westbound,SWISS COTTAGE,FINCHLEY ROAD,0.61,1.18
Circle ,Inner,TEMPLE,BLACKFRIARS,0.76,1.4
Circle ,Outer,TEMPLE,EMBANKMENT,0.71,1.43
District,Westbound,TEMPLE,EMBANKMENT,0.71,1.43
District,Eastbound,TEMPLE,BLACKFRIARS,0.76,1.4
Central ,Eastbound,THEYDON BOIS,EPPING,2.54,2.6
Central ,Westbound,THEYDON BOIS,DEBDEN,3.34,2.88
Northern ,Southbound,TOOTING BEC,TOOTING BROADWAY,1.1,1.77
Northern ,Northbound,TOOTING BEC,BALHAM,0.98,1.65
Northern ,Southbound,TOOTING BROADWAY,COLLIERS WOOD,1.2,1.98
Northern ,Northbound,TOOTING BROADWAY,TOOTING BEC,1.1,1.88
Central ,Eastbound,TOTTENHAM COURT ROAD,HOLBORN,0.88,1.63
Central ,Westbound,TOTTENHAM COURT ROAD,OXFORD CIRCUS,0.58,1.02
Northern ,Southbound,TOTTENHAM COURT ROAD,LEICESTER SQUARE,0.4,0.98
Northern ,Northbound,TOTTENHAM COURT ROAD,GOODGE STREET,0.62,1.28
Victoria,Southbound,TOTTENHAM HALE,SEVEN SISTERS,1.05,2
Victoria,Northbound,TOTTENHAM HALE,BLACKHORSE ROAD,1.37,1.97
Northern ,Southbound,TOTTERIDGE & WHETSTONE,WOODSIDE PARK,1.5,2.23
Northern ,Northbound,TOTTERIDGE & WHETSTONE,HIGH BARNET,2.46,4.62
Circle ,Inner,TOWER HILL,ALDGATE,0.5,1.3
Circle ,Outer,TOWER HILL,MONUMENT,0.68,1.48
District,Westbound,TOWER HILL,MONUMENT,0.68,1.48
District,Eastbound,TOWER HILL,ALDGATE EAST,0.8,1.88
Northern ,Southbound,TUFNELL PARK,KENTISH TOWN,0.8,1.42
Northern ,Northbound,TUFNELL PARK,ARCHWAY,0.88,1.68
District,Westbound,TURNHAM GREEN,CHISWICK PARK,0.95,1.58
District,Westbound,TURNHAM GREEN,GUNNERSBURY,1.59,2.28
District,Eastbound,TURNHAM GREEN,STAMFORD BROOK,0.55,1.15
Piccadilly ,Eastbound,TURNPIKE LANE,WOOD GREEN,0.98,1.57
Piccadilly ,Westbound,TURNPIKE LANE,MANOR HOUSE,2.31,2.87
District,Westbound,UPMINSTER,UPMINSTER BRIDGE,1.24,2.08
District,Westbound,UPMINSTER BRIDGE,HORNCHURCH,1.26,1.78
District,Eastbound,UPMINSTER BRIDGE,UPMINSTER,1.24,2.32
District,Westbound,UPNEY,BARKING,1.38,1.92
District,Eastbound,UPNEY,BECONTREE,1.87,2.33
H & C,Eastbound,UPTON PARK,EAST HAM,1.4,2.02
H & C,Westbound,UPTON PARK,PLAISTOW,1.29,1.93
District,Westbound,UPTON PARK,PLAISTOW,1.29,1.93
District,Eastbound,UPTON PARK,EAST HAM,1.4,2.02
Piccadilly ,Eastbound,UXBRIDGE,HILLINGDON,2.03,3
Metropolitan,Eastbound,UXBRIDGE,HILLINGDON,2.03,3
Victoria,Southbound,VAUXHALL,STOCKWELL,1.77,2.3
Victoria,Northbound,VAUXHALL,PIMLICO,0.8,1.37
Victoria,Southbound,VICTORIA,PIMLICO,1.19,1.83
Victoria,Northbound,VICTORIA,GREEN PARK,1.09,1.95
Circle ,Inner,VICTORIA,ST JAMES PARK,0.72,1.42
Circle ,Outer,VICTORIA,SLOANE SQUARE,1.05,1.75
District,Westbound,VICTORIA,SLOANE SQUARE,1.05,1.75
District,Eastbound,VICTORIA,ST JAMES PARK,0.72,1.42
Victoria,Southbound,WALTHAMSTOW,BLACKHORSE ROAD,1.45,2.12
Central ,Eastbound,WANSTEAD,REDBRIDGE,1.22,1.62
Central ,Westbound,WANSTEAD,LEYTONSTONE,1.72,2.17
East London ,Northbound,WAPPING,SHADWELL,0.77,1.43
East London ,Southbound,WAPPING,ROTHERHITHE,0.51,1.17
Victoria,Southbound,WARREN STREET,OXFORD CIRCUS,0.9,1.72
Victoria,Northbound,WARREN STREET,EUSTON,0.76,1.32
Northern ,Southbound,WARREN STREET,GOODGE STREET,0.46,1.07
Northern ,Northbound,WARREN STREET,EUSTON,0.58,1.18
Bakerloo ,Southbound,WARWICK AVENUE,PADDINGTON,0.88,1.58
Bakerloo ,Northbound,WARWICK AVENUE,MAIDA VALE,0.79,1.5
Bakerloo ,Southbound,WATERLOO,LAMBETH NORTH,0.63,1.45
Bakerloo ,Northbound,WATERLOO,EMBANKMENT,0.71,1.22
Waterloo & City,Eastbound,WATERLOO,BANK,2.37,4.87
Jubilee ,Eastbound,WATERLOO,SOUTHWARK,0.44,1.02
Jubilee ,Westbound,WATERLOO,WESTMINSTER,0.96,1.43
Northern ,Southbound,WATERLOO,KENNINGTON,1.89,2.97
Northern ,Northbound,WATERLOO,EMBANKMENT,0.7,1.4
Metropolitan,Eastbound,WATFORD,CROXLEY,1.9,3.22
Bakerloo ,Southbound,WEMBLEY CENTRAL,STONEBRIDGE PARK,1.71,2.23
Bakerloo ,Northbound,WEMBLEY CENTRAL,NORTH WEMBLEY,1.27,1.95
Jubilee ,Eastbound,WEMBLEY PARK,NEASDEN,2.28,2.6
Jubilee ,Westbound,WEMBLEY PARK,KINGSBURY,2.85,3.47
Metropolitan,Westbound,WEMBLEY PARK,PRESTON ROAD,1.46,2.12
Metropolitan,Eastbound,WEMBLEY PARK,FINCHLEY ROAD,7.24,7
Central ,Eastbound,WEST ACTON,NORTH ACTON,1.77,2.3
Central ,Westbound,WEST ACTON,EALING BROADWAY,1.53,3.07
District,Westbound,WEST BROMPTON,FULHAM BROADWAY,0.84,1.55
District,Eastbound,WEST BROMPTON,EARLS COURT,0.6,1.42
Northern ,Southbound,WEST FINCHLEY,FINCHLEY CENTRAL,1.14,2.08
Northern ,Northbound,WEST FINCHLEY,WOODSIDE PARK,0.98,1.55
Jubilee ,Eastbound,WEST HAM,STRATFORD,1.54,3.15
Jubilee ,Westbound,WEST HAM,CANNING TOWN,1.58,2.13
H & C,Eastbound,WEST HAM,PLAISTOW,0.76,1.43
H & C,Westbound,WEST HAM,BROMLEY BY BOW,1.37,2.12
District,Westbound,WEST HAM,BROMLEY BY BOW,1.37,2.12
District,Eastbound,WEST HAM,PLAISTOW,0.76,1.43
Jubilee ,Eastbound,WEST HAMPSTEAD,FINCHLEY ROAD,0.61,1.25
Jubilee ,Westbound,WEST HAMPSTEAD,KILBURN,1.09,1.55
Metropolitan,Westbound,WEST HARROW,RAYNERS LANE,1.38,2.05
Metropolitan,Eastbound,WEST HARROW,HARROW-ON-THE-HILL,1.26,2.15
District,Westbound,WEST KENSINGTON,BARONS COURT,0.64,1.32
District,Eastbound,WEST KENSINGTON,EARLS COURT,0.9,2.17
Central ,Eastbound,WEST RUISLIP,RUISLIP GARDENS,2.04,2.28
H & C,Eastbound,WESTBOURNE PARK,ROYAL OAK,0.98,1.78
H & C,Westbound,WESTBOURNE PARK,LADBROKE GROVE,0.79,1.48
Jubilee ,Eastbound,WESTMINSTER,WATERLOO,0.96,1.38
Jubilee ,Westbound,WESTMINSTER,GREEN PARK,1.34,1.82
Circle ,Inner,WESTMINSTER,EMBANKMENT,0.69,1.37
Circle ,Outer,WESTMINSTER,ST JAMES PARK,0.76,1.52
District,Westbound,WESTMINSTER,ST JAMES PARK,0.76,1.52
District,Eastbound,WESTMINSTER,EMBANKMENT,0.69,1.37
Central ,Eastbound,WHITE CITY,SHEPHERDS BUSH,1.16,2.68
Central ,Westbound,WHITE CITY,EAST ACTON,2.06,2.67
H & C,Eastbound,WHITECHAPEL,STEPNEY GREEN,1,2.05
H & C,Westbound,WHITECHAPEL,ALDGATE EAST,0.82,2.18
District,Westbound,WHITECHAPEL,ALDGATE EAST,0.82,2.18
District,Eastbound,WHITECHAPEL,STEPNEY GREEN,1,2.05
East London ,Northbound,WHITECHAPEL,SHOREDITCH,0.72,1.85
East London ,Southbound,WHITECHAPEL,SHADWELL,0.98,1.82
Jubilee ,Eastbound,WILLESDEN GREEN,KILBURN,1.19,1.68
Jubilee ,Westbound,WILLESDEN GREEN,DOLLIS HILL,1.21,1.67
Bakerloo ,Southbound,WILLESDEN JUNCTION,KENSAL GREEN,1.5,2.47
Bakerloo ,Northbound,WILLESDEN JUNCTION,HARLESDEN,1.05,1.63
District,Eastbound,WIMBLEDON,WIMBLEDON PARK,1.5,2.82
District,Westbound,WIMBLEDON PARK,WIMBLEDON,1.5,3.5
District,Eastbound,WIMBLEDON PARK,SOUTHFIELDS,1.45,2.18
Piccadilly ,Eastbound,WOOD GREEN,BOUNDS GREEN,1.52,2.23
Piccadilly ,Westbound,WOOD GREEN,TURNPIKE LANE,0.98,1.52
Central ,Eastbound,WOODFORD,BUCKHURST HILL,2.31,2.28
Central ,Outer,WOODFORD,RODING VALLEY,1.33,2.18
Central ,Westbound,WOODFORD,SOUTH WOODFORD,1.8,1.95
Northern ,Southbound,WOODSIDE PARK,WEST FINCHLEY,0.98,1.7
Northern ,Northbound,WOODSIDE PARK,TOTTERIDGE & WHETSTONE,1.5,2.23
